Mean,STD
0.6735705882352941,0.9243606115135191
0.3858254901960784,0.6449586088558357
1.3193117647058827,0.31117259303933487
0.672543137254902,0.36785991314896055
-0.034672549019607854,0.7493810945249236
-0.8945647058823528,0.8738950277518529
0.5368,0.4238424801739438
-0.5533843137254902,0.4073543005161718
0.07348039215686275,0.47739971932107705
0.5864686274509802,0.45605655065581335
0.6786960784313726,0.5176079006200676
0.12194705882352948,0.42736518218167524
0.6296921568627453,0.9398423073778148
0.6338901960784312,0.5014643920578616
0.5823607843137254,0.5139393330261585
0.7494960784313724,0.5347147994812878
0.7070019607843139,0.42760021164176054
-0.23496666666666666,0.39103178830712304
-0.10291764705882354,0.3598873222028708
-0.4439196078431374,0.6224465737778971
0.8040549019607844,0.49379038034928363
-0.17678431372549022,0.885950744087401
-0.23065490196078428,0.34769558025015246
0.2801196078431372,0.5166617438981167
0.9879882352941177,0.34119019015619945
0.6103039215686276,0.4640312010892303
-0.31120588235294117,0.41500568738838495
-0.09487450980392158,0.346425786478511
0.28936470588235297,0.8339020738248657
0.40779607843137256,0.572344574871042
-0.6707588235294117,1.0781566884597935
0.7202019607843138,0.7791608715766458
0.7773725490196078,0.9071829370261395
1.0163411764705883,0.4946215940196993
0.3802666666666668,0.7854305177841429
-0.09447647058823533,0.52900981676647
0.21801568627450976,0.43413942984831455
0.8221392156862746,0.5912523884360827
-0.7383588235294116,0.5228071300877487
-0.7596882352941176,0.7415938944320021
-0.8754117647058823,0.7395899803667053
-0.20601568627450978,1.02819304284216
-0.4719823529411765,0.3022264969891835
0.598205882352941,0.4219152618295597
-0.4704549019607842,0.5346904268130207
0.6463941176470589,0.45547746394822425
0.35204901960784307,0.8663331680993286
-0.6472843137254903,0.7014350462794253
0.279607843137255,0.5950191193039556
-1.0456784313725491,0.5281290627540679
-1.2958392156862744,0.33884571537998315
-1.4801764705882356,0.5667971575751718
-1.0096450980392158,0.6144006631877038
-0.8562607843137254,0.38100456799279003
-0.6227862745098038,0.8199204400475958
